dataset,classifier,repeat,split_seed,n_train,n_test,n_features,n_classes,best_params,primary_metric,primary_value,secondary_metric,secondary_value,tertiary_metric,tertiary_value,avg_rrc_size,max_rrc_size,rrc_rc_ratio,elapsed_seconds,status,error
wine,fcalc_rand,10,2007,1279,320,11,2,"{""cv_f1"": 0.7779308882123387, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 30, ""subsample_size"": 2}",size,660,num_iters,30,,,,,,0.0,ok,
vehicle,naive_bayes,1,1998,676,170,18,4,"{""var_smoothing"": 1e-09}",size,74,,,,,,,,0.0,ok,
vehicle,xgboost,1,1998,676,170,18,4,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}",n_estimators,200,max_depth,3,,,,,,0.0,ok,
vehicle,ips_knn,1,1998,676,170,18,4,"{""k"": 3}",avg_rrc_size,5.864705882352941,max_rrc_size,16.0,,,5.864705882352941,16.0,0.32581699346405224,6.854,ok,
vehicle,knn,1,1998,676,170,18,4,"{""n_neighbors"": 4, ""weights"": ""distance""}",size,72,,,,,,,,0.0,ok,
vehicle,logistic_regression,1,1998,676,170,18,4,"{""C"": 10, ""penalty"": ""l2"", ""solver"": ""lbfgs""}",size,19,,,,,,,,0.0,ok,
vehicle,svm,1,1998,676,170,18,4,"{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}",n_support_vectors,380,size,7222,,,,,,0.007,ok,
vehicle,decision_tree,1,1998,676,170,18,4,"{""max_depth"": null, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5}",configured_max_depth,,max_path_features,13.0,avg_path_features,6.876470588235295,,,,0.005,ok,
vehicle,random_forest,1,1998,676,170,18,4,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}",n_estimators,300,max_depth,20,,,,,,0.0,ok,
vehicle,fcalc,1,1998,676,170,18,4,"{""cv_f1"": 0.5108352899093884, ""family"": ""proximity"", ""method"": ""proximity-support""}",size,12168,,,,,,,,0.0,ok,
vehicle,fcalc_rand,1,1998,676,170,18,4,"{""cv_f1"": 0.4822408022470765, ""family"": ""proximity"", ""method"": ""proximity"", ""num_iters"": 20, ""subsample_size"": 2}",size,1440,num_iters,20,,,,,,0.0,ok,
vehicle,naive_bayes,2,1999,676,170,18,4,"{""var_smoothing"": 1e-09}",size,74,,,,,,,,0.0,ok,
vehicle,xgboost,2,1999,676,170,18,4,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}",n_estimators,200,max_depth,3,,,,,,0.0,ok,
vehicle,ips_knn,2,1999,676,170,18,4,"{""k"": 3}",avg_rrc_size,5.805882352941176,max_rrc_size,15.0,,,5.805882352941176,15.0,0.3225490196078431,6.893,ok,
vehicle,knn,2,1999,676,170,18,4,"{""n_neighbors"": 3, ""weights"": ""distance""}",size,54,,,,,,,,0.0,ok,
vehicle,logistic_regression,2,1999,676,170,18,4,"{""C"": 100, ""penalty"": ""l2"", ""solver"": ""lbfgs""}",size,19,,,,,,,,0.0,ok,
vehicle,svm,2,1999,676,170,18,4,"{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}",n_support_vectors,385,size,7317,,,,,,0.007,ok,
vehicle,decision_tree,2,1999,676,170,18,4,"{""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5}",configured_max_depth,10,max_path_features,9.0,avg_path_features,6.676470588235294,,,,0.004,ok,
vehicle,random_forest,2,1999,676,170,18,4,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}",n_estimators,300,max_depth,10,,,,,,0.0,ok,
vehicle,fcalc,2,1999,676,170,18,4,"{""cv_f1"": 0.5173616365087953, ""family"": ""proximity"", ""method"": ""proximity-support""}",size,12168,,,,,,,,0.0,ok,
vehicle,fcalc_rand,2,1999,676,170,18,4,"{""cv_f1"": 0.5015624992529707, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 20, ""subsample_size"": 2}",size,1440,num_iters,20,,,,,,0.0,ok,
vehicle,naive_bayes,3,2000,676,170,18,4,"{""var_smoothing"": 1e-09}",size,74,,,,,,,,0.0,ok,
vehicle,xgboost,3,2000,676,170,18,4,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}",n_estimators,200,max_depth,5,,,,,,0.0,ok,
vehicle,ips_knn,3,2000,676,170,18,4,"{""k"": 4}",avg_rrc_size,6.105882352941176,max_rrc_size,15.0,,,6.105882352941176,15.0,0.33921568627450976,7.024,ok,
vehicle,knn,3,2000,676,170,18,4,"{""n_neighbors"": 3, ""weights"": ""uniform""}",size,54,,,,,,,,0.0,ok,
vehicle,logistic_regression,3,2000,676,170,18,4,"{""C"": 100, ""penalty"": ""l2"", ""solver"": ""lbfgs""}",size,19,,,,,,,,0.0,ok,
vehicle,svm,3,2000,676,170,18,4,"{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}",n_support_vectors,381,size,7241,,,,,,0.007,ok,
vehicle,decision_tree,3,2000,676,170,18,4,"{""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2}",configured_max_depth,10,max_path_features,8.0,avg_path_features,6.041176470588235,,,,0.004,ok,
vehicle,random_forest,3,2000,676,170,18,4,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 100}",n_estimators,100,max_depth,20,,,,,,0.0,ok,
vehicle,fcalc,3,2000,676,170,18,4,"{""cv_f1"": 0.5226371031827209, ""family"": ""proximity"", ""method"": ""proximity-support""}",size,12168,,,,,,,,0.0,ok,
vehicle,fcalc_rand,3,2000,676,170,18,4,"{""cv_f1"": 0.4869524885596575, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 50, ""subsample_size"": 2}",size,3600,num_iters,50,,,,,,0.0,ok,
vehicle,naive_bayes,4,2001,676,170,18,4,"{""var_smoothing"": 1e-09}",size,74,,,,,,,,0.0,ok,
vehicle,xgboost,4,2001,676,170,18,4,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}",n_estimators,200,max_depth,5,,,,,,0.0,ok,
vehicle,ips_knn,4,2001,676,170,18,4,"{""k"": 3}",avg_rrc_size,5.976470588235294,max_rrc_size,15.0,,,5.976470588235294,15.0,0.33202614379084966,6.925,ok,
vehicle,knn,4,2001,676,170,18,4,"{""n_neighbors"": 3, ""weights"": ""distance""}",size,54,,,,,,,,0.0,ok,
vehicle,logistic_regression,4,2001,676,170,18,4,"{""C"": 10, ""penalty"": ""l2"", ""solver"": ""lbfgs""}",size,19,,,,,,,,0.0,ok,
vehicle,svm,4,2001,676,170,18,4,"{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}",n_support_vectors,377,size,7165,,,,,,0.007,ok,
vehicle,decision_tree,4,2001,676,170,18,4,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",configured_max_depth,10,max_path_features,9.0,avg_path_features,6.3352941176470585,,,,0.003,ok,
vehicle,random_forest,4,2001,676,170,18,4,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 100}",n_estimators,100,max_depth,20,,,,,,0.0,ok,
vehicle,fcalc,4,2001,676,170,18,4,"{""cv_f1"": 0.4944802272126216, ""family"": ""proximity"", ""method"": ""proximity-support""}",size,12168,,,,,,,,0.0,ok,
vehicle,fcalc_rand,4,2001,676,170,18,4,"{""cv_f1"": 0.4993251959079242, ""family"": ""proximity"", ""method"": ""proximity"", ""num_iters"": 30, ""subsample_size"": 3}",size,2160,num_iters,30,,,,,,0.0,ok,
vehicle,naive_bayes,5,2002,676,170,18,4,"{""var_smoothing"": 1e-09}",size,74,,,,,,,,0.0,ok,
vehicle,xgboost,5,2002,676,170,18,4,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 100, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}",n_estimators,100,max_depth,5,,,,,,0.0,ok,
vehicle,ips_knn,5,2002,676,170,18,4,"{""k"": 3}",avg_rrc_size,5.776470588235294,max_rrc_size,15.0,,,5.776470588235294,15.0,0.32091503267973853,6.829,ok,
vehicle,knn,5,2002,676,170,18,4,"{""n_neighbors"": 3, ""weights"": ""distance""}",size,54,,,,,,,,0.0,ok,
vehicle,logistic_regression,5,2002,676,170,18,4,"{""C"": 100, ""penalty"": ""l2"", ""solver"": ""lbfgs""}",size,19,,,,,,,,0.0,ok,
vehicle,svm,5,2002,676,170,18,4,"{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}",n_support_vectors,378,size,7184,,,,,,0.007,ok,
vehicle,decision_tree,5,2002,676,170,18,4,"{""max_depth"": null, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",configured_max_depth,,max_path_features,13.0,avg_path_features,6.958823529411765,,,,0.005,ok,
vehicle,random_forest,5,2002,676,170,18,4,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 100}",n_estimators,100,max_depth,20,,,,,,0.0,ok,
vehicle,fcalc,5,2002,676,170,18,4,"{""cv_f1"": 0.5212360687589721, ""family"": ""proximity"", ""method"": ""proximity-support""}",size,12168,,,,,,,,0.0,ok,
vehicle,fcalc_rand,5,2002,676,170,18,4,"{""cv_f1"": 0.4856962676794322, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 50, ""subsample_size"": 3}",size,3600,num_iters,50,,,,,,0.0,ok,
vehicle,naive_bayes,6,2003,676,170,18,4,"{""var_smoothing"": 1e-09}",size,74,,,,,,,,0.0,ok,
vehicle,xgboost,6,2003,676,170,18,4,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}",n_estimators,200,max_depth,3,,,,,,0.0,ok,
vehicle,ips_knn,6,2003,676,170,18,4,"{""k"": 5}",avg_rrc_size,6.6117647058823525,max_rrc_size,16.0,,,6.6117647058823525,16.0,0.36732026143790847,7.272,ok,
vehicle,knn,6,2003,676,170,18,4,"{""n_neighbors"": 7, ""weights"": ""distance""}",size,126,,,,,,,,0.0,ok,
vehicle,logistic_regression,6,2003,676,170,18,4,"{""C"": 100, ""penalty"": ""l2"", ""solver"": ""lbfgs""}",size,19,,,,,,,,0.0,ok,
vehicle,svm,6,2003,676,170,18,4,"{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}",n_support_vectors,384,size,7298,,,,,,0.007,ok,
vehicle,decision_tree,6,2003,676,170,18,4,"{""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5}",configured_max_depth,10,max_path_features,10.0,avg_path_features,6.2,,,,0.004,ok,
vehicle,random_forest,6,2003,676,170,18,4,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}",n_estimators,300,max_depth,10,,,,,,0.0,ok,
vehicle,fcalc,6,2003,676,170,18,4,"{""cv_f1"": 0.5258640188865866, ""family"": ""proximity"", ""method"": ""proximity-support""}",size,12168,,,,,,,,0.0,ok,
vehicle,fcalc_rand,6,2003,676,170,18,4,"{""cv_f1"": 0.5041097331931812, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 50, ""subsample_size"": 3}",size,3600,num_iters,50,,,,,,0.0,ok,
vehicle,naive_bayes,7,2004,676,170,18,4,"{""var_smoothing"": 1e-09}",size,74,,,,,,,,0.0,ok,
vehicle,xgboost,7,2004,676,170,18,4,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}",n_estimators,100,max_depth,3,,,,,,0.0,ok,
vehicle,ips_knn,7,2004,676,170,18,4,"{""k"": 3}",avg_rrc_size,5.923529411764706,max_rrc_size,15.0,,,5.923529411764706,15.0,0.32908496732026143,6.94,ok,
vehicle,knn,7,2004,676,170,18,4,"{""n_neighbors"": 3, ""weights"": ""distance""}",size,54,,,,,,,,0.0,ok,
vehicle,logistic_regression,7,2004,676,170,18,4,"{""C"": 1000, ""penalty"": ""l2"", ""solver"": ""lbfgs""}",size,19,,,,,,,,0.0,ok,
vehicle,svm,7,2004,676,170,18,4,"{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}",n_support_vectors,381,size,7241,,,,,,0.007,ok,
vehicle,decision_tree,7,2004,676,170,18,4,"{""max_depth"": null, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",configured_max_depth,,max_path_features,13.0,avg_path_features,6.864705882352941,,,,0.004,ok,
vehicle,random_forest,7,2004,676,170,18,4,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100}",n_estimators,100,max_depth,10,,,,,,0.0,ok,
vehicle,fcalc,7,2004,676,170,18,4,"{""cv_f1"": 0.508657901912259, ""family"": ""proximity"", ""method"": ""proximity-support""}",size,12168,,,,,,,,0.0,ok,
vehicle,fcalc_rand,7,2004,676,170,18,4,"{""cv_f1"": 0.4941720893699856, ""family"": ""proximity"", ""method"": ""proximity"", ""num_iters"": 40, ""subsample_size"": 2}",size,2880,num_iters,40,,,,,,0.0,ok,
vehicle,naive_bayes,8,2005,676,170,18,4,"{""var_smoothing"": 1e-09}",size,74,,,,,,,,0.0,ok,
vehicle,xgboost,8,2005,676,170,18,4,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}",n_estimators,200,max_depth,3,,,,,,0.0,ok,
vehicle,ips_knn,8,2005,676,170,18,4,"{""k"": 1}",avg_rrc_size,5.5588235294117645,max_rrc_size,13.0,,,5.5588235294117645,13.0,0.3088235294117647,6.685,ok,
vehicle,knn,8,2005,676,170,18,4,"{""n_neighbors"": 1, ""weights"": ""uniform""}",size,18,,,,,,,,0.0,ok,
vehicle,logistic_regression,8,2005,676,170,18,4,"{""C"": 100, ""penalty"": ""l2"", ""solver"": ""lbfgs""}",size,19,,,,,,,,0.0,ok,
vehicle,svm,8,2005,676,170,18,4,"{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}",n_support_vectors,381,size,7241,,,,,,0.007,ok,
vehicle,decision_tree,8,2005,676,170,18,4,"{""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",configured_max_depth,10,max_path_features,10.0,avg_path_features,6.576470588235294,,,,0.004,ok,
vehicle,random_forest,8,2005,676,170,18,4,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}",n_estimators,300,max_depth,24,,,,,,0.255,ok,
vehicle,fcalc,8,2005,676,170,18,4,"{""cv_f1"": 0.4793573533115678, ""family"": ""proximity"", ""method"": ""proximity-support""}",size,12168,,,,,,,,0.0,ok,
vehicle,fcalc_rand,8,2005,676,170,18,4,"{""cv_f1"": 0.4894203692061553, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 40, ""subsample_size"": 3}",size,2880,num_iters,40,,,,,,0.0,ok,
vehicle,naive_bayes,9,2006,676,170,18,4,"{""var_smoothing"": 1e-09}",size,74,,,,,,,,0.0,ok,
vehicle,xgboost,9,2006,676,170,18,4,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}",n_estimators,200,max_depth,5,,,,,,0.0,ok,
vehicle,ips_knn,9,2006,676,170,18,4,"{""k"": 6}",avg_rrc_size,6.535294117647059,max_rrc_size,16.0,,,6.535294117647059,16.0,0.3630718954248366,7.225,ok,
vehicle,knn,9,2006,676,170,18,4,"{""n_neighbors"": 6, ""weights"": ""distance""}",size,108,,,,,,,,0.0,ok,
vehicle,logistic_regression,9,2006,676,170,18,4,"{""C"": 10, ""penalty"": ""l2"", ""solver"": ""lbfgs""}",size,19,,,,,,,,0.0,ok,
vehicle,svm,9,2006,676,170,18,4,"{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}",n_support_vectors,379,size,7203,,,,,,0.007,ok,
vehicle,decision_tree,9,2006,676,170,18,4,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5}",configured_max_depth,,max_path_features,11.0,avg_path_features,7.2,,,,0.003,ok,
vehicle,random_forest,9,2006,676,170,18,4,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100}",n_estimators,100,max_depth,10,,,,,,0.0,ok,
vehicle,fcalc,9,2006,676,170,18,4,"{""cv_f1"": 0.5025062611199193, ""family"": ""proximity"", ""method"": ""proximity-support""}",size,12168,,,,,,,,0.0,ok,
vehicle,fcalc_rand,9,2006,676,170,18,4,"{""cv_f1"": 0.5228524337517607, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 40, ""subsample_size"": 2}",size,2880,num_iters,40,,,,,,0.0,ok,
vehicle,naive_bayes,10,2007,676,170,18,4,"{""var_smoothing"": 1e-09}",size,74,,,,,,,,0.0,ok,
vehicle,xgboost,10,2007,676,170,18,4,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}",n_estimators,200,max_depth,3,,,,,,0.0,ok,
vehicle,ips_knn,10,2007,676,170,18,4,"{""k"": 4}",avg_rrc_size,5.947058823529412,max_rrc_size,15.0,,,5.947058823529412,15.0,0.3303921568627451,6.984,ok,
vehicle,knn,10,2007,676,170,18,4,"{""n_neighbors"": 4, ""weights"": ""distance""}",size,72,,,,,,,,0.0,ok,
vehicle,logistic_regression,10,2007,676,170,18,4,"{""C"": 10, ""penalty"": ""l2"", ""solver"": ""lbfgs""}",size,19,,,,,,,,0.0,ok,
vehicle,svm,10,2007,676,170,18,4,"{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}",n_support_vectors,392,size,7450,,,,,,0.007,ok,
vehicle,decision_tree,10,2007,676,170,18,4,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",configured_max_depth,10,max_path_features,9.0,avg_path_features,6.805882352941176,,,,0.003,ok,
vehicle,random_forest,10,2007,676,170,18,4,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}",n_estimators,300,max_depth,23,,,,,,0.254,ok,
vehicle,fcalc,10,2007,676,170,18,4,"{""cv_f1"": 0.4946923095019183, ""family"": ""proximity"", ""method"": ""proximity-support""}",size,12168,,,,,,,,0.0,ok,
vehicle,fcalc_rand,10,2007,676,170,18,4,"{""cv_f1"": 0.4909559827077151, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 20, ""subsample_size"": 2}",size,1440,num_iters,20,,,,,,0.0,ok,
image_segmentation,naive_bayes,1,1998,1668,418,18,7,"{""var_smoothing"": 1e-07}",size,74,,,,,,,,0.0,ok,
image_segmentation,xgboost,1,1998,1668,418,18,7,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}",n_estimators,200,max_depth,5,,,,,,0.0,ok,
image_segmentation,ips_knn,1,1998,1668,418,18,7,"{""k"": 1}",avg_rrc_size,4.586124401913875,max_rrc_size,10.0,,,4.586124401913875,10.0,0.2547846889952153,14.985,ok,
image_segmentation,knn,1,1998,1668,418,18,7,"{""n_neighbors"": 1, ""weights"": ""uniform""}",size,18,,,,,,,,0.0,ok,
image_segmentation,logistic_regression,1,1998,1668,418,18,7,"{""C"": 10000, ""penalty"": ""l2"", ""solver"": ""lbfgs""}",size,19,,,,,,,,0.0,ok,
image_segmentation,svm,1,1998,1668,418,18,7,"{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}",n_support_vectors,406,size,7716,,,,,,0.012,ok,
image_segmentation,decision_tree,1,1998,1668,418,18,7,"{""max_depth"": null, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",configured_max_depth,,max_path_features,10.0,avg_path_features,4.595693779904306,,,,0.011,ok,
image_segmentation,random_forest,1,1998,1668,418,18,7,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}",n_estimators,300,max_depth,20,,,,,,0.0,ok,
image_segmentation,fcalc,1,1998,1668,418,18,7,"{""cv_f1"": 0.8242815301506659, ""family"": ""proximity"", ""method"": ""proximity-non-falsified""}",size,30024,,,,,,,,0.0,ok,
image_segmentation,fcalc_rand,1,1998,1668,418,18,7,"{""cv_f1"": 0.8477446456876823, ""family"": ""proximity"", ""method"": ""proximity"", ""num_iters"": 20, ""subsample_size"": 2}",size,2520,num_iters,20,,,,,,0.0,ok,
image_segmentation,naive_bayes,2,1999,1668,418,18,7,"{""var_smoothing"": 1e-08}",size,74,,,,,,,,0.0,ok,
image_segmentation,xgboost,2,1999,1668,418,18,7,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}",n_estimators,200,max_depth,3,,,,,,0.0,ok,
image_segmentation,ips_knn,2,1999,1668,418,18,7,"{""k"": 1}",avg_rrc_size,4.739234449760765,max_rrc_size,11.0,,,4.739234449760765,11.0,0.26329080276448696,15.253,ok,
image_segmentation,knn,2,1999,1668,418,18,7,"{""n_neighbors"": 1, ""weights"": ""uniform""}",size,18,,,,,,,,0.0,ok,
image_segmentation,logistic_regression,2,1999,1668,418,18,7,"{""C"": 10000, ""penalty"": ""l2"", ""solver"": ""lbfgs""}",size,19,,,,,,,,0.0,ok,
image_segmentation,svm,2,1999,1668,418,18,7,"{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}",n_support_vectors,413,size,7849,,,,,,0.011,ok,
image_segmentation,decision_tree,2,1999,1668,418,18,7,"{""max_depth"": null, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5}",configured_max_depth,,max_path_features,10.0,avg_path_features,4.354066985645933,,,,0.01,ok,
image_segmentation,random_forest,2,1999,1668,418,18,7,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}",n_estimators,300,max_depth,20,,,,,,0.0,ok,
image_segmentation,fcalc,2,1999,1668,418,18,7,"{""cv_f1"": 0.8372509039994736, ""family"": ""proximity"", ""method"": ""proximity-non-falsified""}",size,30024,,,,,,,,0.0,ok,
image_segmentation,fcalc_rand,2,1999,1668,418,18,7,"{""cv_f1"": 0.850408039718771, ""family"": ""proximity"", ""method"": ""proximity"", ""num_iters"": 20, ""subsample_size"": 4}",size,2520,num_iters,20,,,,,,0.0,ok,
image_segmentation,naive_bayes,3,2000,1668,418,18,7,"{""var_smoothing"": 1e-09}",size,74,,,,,,,,0.0,ok,
image_segmentation,xgboost,3,2000,1668,418,18,7,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}",n_estimators,200,max_depth,3,,,,,,0.0,ok,
image_segmentation,ips_knn,3,2000,1668,418,18,7,"{""k"": 1}",avg_rrc_size,4.7727272727272725,max_rrc_size,10.0,,,4.7727272727272725,10.0,0.26515151515151514,14.888,ok,
image_segmentation,knn,3,2000,1668,418,18,7,"{""n_neighbors"": 1, ""weights"": ""uniform""}",size,18,,,,,,,,0.0,ok,
image_segmentation,logistic_regression,3,2000,1668,418,18,7,"{""C"": 10000, ""penalty"": ""l2"", ""solver"": ""lbfgs""}",size,19,,,,,,,,0.0,ok,
image_segmentation,svm,3,2000,1668,418,18,7,"{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}",n_support_vectors,403,size,7659,,,,,,0.012,ok,
image_segmentation,decision_tree,3,2000,1668,418,18,7,"{""max_depth"": null, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",configured_max_depth,,max_path_features,9.0,avg_path_features,4.569377990430622,,,,0.01,ok,
image_segmentation,random_forest,3,2000,1668,418,18,7,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100}",n_estimators,100,max_depth,20,,,,,,0.0,ok,
image_segmentation,fcalc,3,2000,1668,418,18,7,"{""cv_f1"": 0.8391133155372967, ""family"": ""proximity"", ""method"": ""proximity""}",size,30024,,,,,,,,0.0,ok,
