dataset,method,metric,k,primary_f1_mean,primary_f1_std,primary_f1_ci95,accuracy_mean,accuracy_ci95,macro_f1_mean,macro_f1_ci95,weighted_f1_mean,weighted_f1_ci95,retained_mean,retained_ci95,compression_ratio_mean,compression_ratio_ci95,runs,repeat_rows
parkinsons,global_topk,precision_sqrt_tp,23,0.5861615001913509,0.0706981791298409,0.0505709170342699,0.7897435897435898,0.0168544092483572,0.5861615001913509,0.0505709170342699,0.7275040611894802,0.0301923329511965,23.0,0.0,0.1474358974358974,0.0,10,10
parkinsons,global_topk,precision_sqrt_tp,26,0.5841215516448726,0.0840073921102944,0.0600910929950939,0.7897435897435898,0.0208226372542533,0.5841215516448726,0.0600910929950939,0.7264981781995272,0.03612238156768,26.0,0.0,0.1666666666666665,2.09277040141842e-17,10,10
parkinsons,global_topk,precision_sqrt_tp,29,0.6067763113751921,0.0865256654668265,0.0618924320755376,0.7974358974358975,0.021958445603761,0.6067763113751921,0.0618924320755376,0.7400732366561874,0.0373618432267457,29.0,0.0,0.1858974358974359,0.0,10,10
parkinsons,global_topk,precision_sqrt_tp,33,0.5649027589326098,0.0433841801711627,0.0310330167345092,0.782051282051282,0.0096666666666666,0.5649027589326098,0.0310330167345092,0.7146261698500505,0.0183233830845771,33.0,0.0,0.2115384615384615,0.0,10,10
parkinsons,global_topk,precision_sqrt_tp,37,0.5289847553675473,0.0658091930496671,0.0470737900575184,0.7717948717948717,0.0135333333333333,0.5289847553675473,0.0470737900575184,0.6936882842062826,0.0274615405230542,37.0,0.0,0.2371794871794871,0.0,10,10
parkinsons,global_topk,precision_sqrt_tp,41,0.4945626147338176,0.046987962352458,0.0336108281002752,0.7615384615384615,0.0088596463435812,0.4945626147338176,0.0336108281002752,0.6734987137533232,0.0193792830927462,41.0,0.0,0.2628205128205128,0.0,10,10
parkinsons,global_topk,precision_sqrt_tp,46,0.4653803176630219,0.0502322446930086,0.0359314866391382,0.7538461538461538,0.0094713603387616,0.4653803176630219,0.0359314866391382,0.6566728267342841,0.0207173250669592,46.0,0.0,0.2948717948717948,4.18554080283684e-17,10,10
parkinsons,global_topk,precision_sqrt_tp,51,0.483339319445553,0.0647741586945867,0.0463334225241162,0.7589743589743589,0.0128242825227075,0.483339319445553,0.0463334225241162,0.6671417695561681,0.0268874624647432,51.0,0.0,0.326923076923077,4.18554080283684e-17,10,10
parkinsons,global_topk,precision_sqrt_tp,57,0.473611887088621,0.0653337040842497,0.0467336693738348,0.7564102564102564,0.0129691942694987,0.473611887088621,0.0467336693738348,0.6615331405498217,0.0271301886723486,57.0,0.0,0.3653846153846153,0.0,10,10
parkinsons,global_topk,precision_sqrt_tp,64,0.4264705882352941,0.0,0.0,0.7435897435897436,0.0,0.4264705882352941,0.0,0.6342383107088988,8.37108160567368e-17,64.0,0.0,0.4102564102564102,4.18554080283684e-17,10,10
parkinsons,global_topk,precision_sqrt_tp,71,0.4264705882352941,0.0,0.0,0.7435897435897436,0.0,0.4264705882352941,0.0,0.6342383107088988,8.37108160567368e-17,71.0,0.0,0.4551282051282051,0.0,10,10
parkinsons,global_topk,precision_sqrt_tp,80,0.4264705882352941,0.0,0.0,0.7435897435897436,0.0,0.4264705882352941,0.0,0.6342383107088988,8.37108160567368e-17,80.0,0.0,0.5128205128205128,0.0,10,10
parkinsons,global_topk,precision_sqrt_tp,89,0.4264705882352941,0.0,0.0,0.7435897435897436,0.0,0.4264705882352941,0.0,0.6342383107088988,8.37108160567368e-17,89.0,0.0,0.5705128205128205,0.0,10,10
parkinsons,global_topk,precision_sqrt_tp,100,0.4264705882352941,0.0,0.0,0.7435897435897436,0.0,0.4264705882352941,0.0,0.6342383107088988,8.37108160567368e-17,100.0,0.0,0.6410256410256412,8.37108160567368e-17,10,10
parkinsons,global_topk,precision_sqrt_tp,112,0.4264705882352941,0.0,0.0,0.7435897435897436,0.0,0.4264705882352941,0.0,0.6342383107088988,8.37108160567368e-17,112.0,0.0,0.717948717948718,0.0,10,10
parkinsons,global_topk,precision_sqrt_tp,125,0.4264705882352941,0.0,0.0,0.7435897435897436,0.0,0.4264705882352941,0.0,0.6342383107088988,8.37108160567368e-17,125.0,0.0,0.8012820512820513,0.0,10,10
parkinsons,global_topk,precision_sqrt_tp,140,0.4264705882352941,0.0,0.0,0.7435897435897436,0.0,0.4264705882352941,0.0,0.6342383107088988,8.37108160567368e-17,140.0,0.0,0.8974358974358975,0.0,10,10
parkinsons,global_topk,precision_sqrt_tp,156,0.4264705882352941,0.0,0.0,0.7435897435897436,0.0,0.4264705882352941,0.0,0.6342383107088988,8.37108160567368e-17,156.0,0.0,1.0,0.0,10,10
parkinsons,global_topk,query_binary_similarity,1,0.92093647539425,0.0316097625021808,0.0226106909208364,0.941025641025641,0.0173999999999999,0.92093647539425,0.0226106909208364,0.9402763723508308,0.0172982661262159,1.0,0.0,0.0064102564102564,0.0,10,10
parkinsons,global_topk,query_binary_similarity,2,0.9172098400690664,0.0643080886082738,0.0460000392325353,0.9435897435897436,0.0297004302250919,0.9172098400690664,0.0460000392325353,0.9399396884150988,0.0326421197183198,2.0,0.0,0.0128205128205128,0.0,10,10
parkinsons,global_topk,query_binary_similarity,3,0.9366923690779484,0.0431466742526109,0.030863127039328,0.953846153846154,0.0225463473267351,0.9366923690779484,0.030863127039328,0.9527217932529864,0.023055126753303,3.0,0.0,0.0192307692307691,2.615963001773025e-18,10,10
parkinsons,global_topk,query_binary_similarity,4,0.9099876178468442,0.0576923238989964,0.0412677350579586,0.9384615384615383,0.0262250092680843,0.9099876178468442,0.0412677350579586,0.9346120530874636,0.029101725010898,4.0,0.0,0.0256410256410256,0.0,10,10
parkinsons,global_topk,query_binary_similarity,5,0.9139895889737654,0.0493721120638695,0.0353162275707713,0.9384615384615383,0.0247587470514069,0.9139895889737654,0.0353162275707713,0.9363186882106912,0.0258952509437921,5.0,0.0,0.032051282051282,0.0,10,10
parkinsons,global_topk,query_binary_similarity,6,0.8613010201561531,0.0827158176080354,0.0591672204455991,0.9076923076923078,0.0378854413550465,0.8613010201561531,0.0591672204455991,0.9003473693423333,0.0418471320430628,6.0,0.0,0.0384615384615383,5.2319260035460495e-18,10,10
parkinsons,global_topk,query_binary_similarity,7,0.8738889960556138,0.0837386104587825,0.0598988315427305,0.9153846153846156,0.0387149698293682,0.8738889960556138,0.0598988315427305,0.909094344058575,0.0425128764118063,7.0,0.0,0.0448717948717948,5.2319260035460495e-18,10,10
parkinsons,global_topk,query_binary_similarity,8,0.8210753651010906,0.0858268240806335,0.0613925457956325,0.8846153846153847,0.0359100728672796,0.8210753651010906,0.0613925457956325,0.8729600787509767,0.042036304569204,8.0,0.0,0.0512820512820512,0.0,10,10
parkinsons,global_topk,query_binary_similarity,9,0.845180794157802,0.0863704513252503,0.0617814062814818,0.8974358974358976,0.0386666666666666,0.845180794157802,0.0617814062814818,0.8889298420238536,0.0433060448299621,9.0,0.0,0.0576923076923076,0.0,10,10
parkinsons,global_topk,query_binary_similarity,10,0.8049097570489027,0.0790825607762926,0.0565683256499522,0.876923076923077,0.0332623243658981,0.8049097570489027,0.0565683256499522,0.8626026308593391,0.0387924460251075,10.0,0.0,0.0641025641025641,0.0,10,10
parkinsons,global_topk,query_binary_similarity,12,0.7818899776991707,0.0813144098323883,0.0581647833641112,0.864102564102564,0.0324085722541977,0.7818899776991707,0.0581647833641112,0.8470504233933559,0.0391661519049159,12.0,0.0,0.0769230769230769,0.0,10,10
parkinsons,global_topk,query_binary_similarity,13,0.7940575142101947,0.0736579261439802,0.0526880454035815,0.8666666666666666,0.0321189456032832,0.7940575142101947,0.0526880454035815,0.8535021108407879,0.0364573283258629,13.0,0.0,0.0833333333333332,1.04638520070921e-17,10,10
parkinsons,global_topk,query_binary_similarity,15,0.7858097234846426,0.0885129622142604,0.0633139597608884,0.864102564102564,0.0377371611721567,0.7858097234846426,0.0633139597608884,0.8487183985260458,0.0434589522407968,15.0,0.0,0.0961538461538461,1.04638520070921e-17,10,10
parkinsons,global_topk,query_binary_similarity,17,0.7753864010400292,0.0624678095855584,0.0446836743851927,0.8615384615384615,0.0232,0.7753864010400292,0.0446836743851927,0.8430311437769618,0.0292880753844927,17.0,0.0,0.1089743589743588,1.04638520070921e-17,10,10
parkinsons,global_topk,query_binary_similarity,19,0.761297129170113,0.0671047370658623,0.0480005020289389,0.8564102564102564,0.0215286888696094,0.761297129170113,0.0480005020289389,0.8345762101950067,0.0303237313257398,19.0,0.0,0.1217948717948717,2.09277040141842e-17,10,10
parkinsons,global_topk,query_binary_similarity,21,0.7470487018002337,0.0983587304596554,0.0703567087426136,0.8538461538461538,0.0312339558813801,0.7470487018002337,0.0703567087426136,0.8269728034584904,0.0445229592453147,21.0,0.0,0.1346153846153846,0.0,10,10
parkinsons,global_topk,query_binary_similarity,23,0.7253853326333166,0.0681173478819933,0.0487248298433303,0.841025641025641,0.0208226372542534,0.7253853326333166,0.0487248298433303,0.8121009539697506,0.0304701984745347,23.0,0.0,0.1474358974358974,0.0,10,10
parkinsons,global_topk,query_binary_similarity,26,0.6957393901703604,0.0944634058728477,0.0675703549931172,0.8282051282051283,0.0274097306322651,0.6957393901703604,0.0675703549931172,0.7933773281721043,0.0417709239758466,26.0,0.0,0.1666666666666665,2.09277040141842e-17,10,10
parkinsons,global_topk,query_binary_similarity,29,0.6846902056277057,0.0643146233047911,0.0460047135480479,0.8179487179487179,0.0182390301886427,0.6846902056277057,0.0460047135480479,0.7844110750360751,0.0280462456575233,29.0,0.0,0.1858974358974359,0.0,10,10
parkinsons,global_topk,query_binary_similarity,33,0.6634294084853787,0.0732428450503117,0.052391134905903,0.8128205128205128,0.019429759534167,0.6634294084853787,0.052391134905903,0.7725229795292942,0.0316108382929737,33.0,0.0,0.2115384615384615,0.0,10,10
parkinsons,global_topk,query_binary_similarity,37,0.640309012608453,0.0760652681787276,0.0544100345101006,0.8025641025641026,0.019429759534167,0.640309012608453,0.0544100345101006,0.75779794532019,0.032343633672563,37.0,0.0,0.2371794871794871,0.0,10,10
parkinsons,global_topk,query_binary_similarity,41,0.6061150910285161,0.1081636273699212,0.0773702221637724,0.7897435897435898,0.0284140810162848,0.6061150910285161,0.0773702221637724,0.7367647084949304,0.0460847920851229,41.0,0.0,0.2628205128205128,0.0,10,10
parkinsons,global_topk,query_binary_similarity,46,0.5478530074878297,0.1084516104594528,0.0775762185431307,0.7794871794871795,0.0247587470514069,0.5478530074878297,0.0775762185431307,0.7053796607340118,0.0459827610016619,46.0,0.0,0.2948717948717948,4.18554080283684e-17,10,10
parkinsons,global_topk,query_binary_similarity,51,0.5799127696211213,0.1217313140388372,0.0870752862167037,0.7871794871794872,0.0300134044127693,0.5799127696211213,0.0870752862167037,0.72343491325759,0.0520639035284339,51.0,0.0,0.326923076923077,4.18554080283684e-17,10,10
parkinsons,global_topk,query_binary_similarity,57,0.5488750827019044,0.0856472595197705,0.0612641019711739,0.7769230769230769,0.0173999999999999,0.5488750827019044,0.0612641019711739,0.7050015681286365,0.0355007803639852,57.0,0.0,0.3653846153846153,0.0,10,10
parkinsons,global_topk,query_binary_similarity,64,0.4556528853060899,0.046987962352458,0.0336108281002752,0.7512820512820513,0.0088596463435812,0.4556528853060899,0.0336108281002752,0.6510641977279377,0.0193792830927462,64.0,0.0,0.4102564102564102,4.18554080283684e-17,10,10
parkinsons,global_topk,query_binary_similarity,71,0.4361980205922259,0.0307608420331248,0.02200345199138,0.7461538461538462,0.0058,0.4361980205922259,0.02200345199138,0.6398469397152452,0.0126867188123553,71.0,0.0,0.4551282051282051,0.0,10,10
parkinsons,global_topk,query_binary_similarity,80,0.4264705882352941,0.0,0.0,0.7435897435897436,0.0,0.4264705882352941,0.0,0.6342383107088988,8.37108160567368e-17,80.0,0.0,0.5128205128205128,0.0,10,10
parkinsons,global_topk,query_binary_similarity,89,0.4264705882352941,0.0,0.0,0.7435897435897436,0.0,0.4264705882352941,0.0,0.6342383107088988,8.37108160567368e-17,89.0,0.0,0.5705128205128205,0.0,10,10
parkinsons,global_topk,query_binary_similarity,100,0.4264705882352941,0.0,0.0,0.7435897435897436,0.0,0.4264705882352941,0.0,0.6342383107088988,8.37108160567368e-17,100.0,0.0,0.6410256410256412,8.37108160567368e-17,10,10
parkinsons,global_topk,query_binary_similarity,112,0.4264705882352941,0.0,0.0,0.7435897435897436,0.0,0.4264705882352941,0.0,0.6342383107088988,8.37108160567368e-17,112.0,0.0,0.717948717948718,0.0,10,10
parkinsons,global_topk,query_binary_similarity,125,0.4264705882352941,0.0,0.0,0.7435897435897436,0.0,0.4264705882352941,0.0,0.6342383107088988,8.37108160567368e-17,125.0,0.0,0.8012820512820513,0.0,10,10
parkinsons,global_topk,query_binary_similarity,140,0.4264705882352941,0.0,0.0,0.7435897435897436,0.0,0.4264705882352941,0.0,0.6342383107088988,8.37108160567368e-17,140.0,0.0,0.8974358974358975,0.0,10,10
parkinsons,global_topk,query_binary_similarity,156,0.4264705882352941,0.0,0.0,0.7435897435897436,0.0,0.4264705882352941,0.0,0.6342383107088988,8.37108160567368e-17,156.0,0.0,1.0,0.0,10,10
parkinsons,global_topk,query_numeric_similarity,1,0.92093647539425,0.0316097625021808,0.0226106909208364,0.941025641025641,0.0173999999999999,0.92093647539425,0.0226106909208364,0.9402763723508308,0.0172982661262159,1.0,0.0,0.0064102564102564,0.0,10,10
parkinsons,global_topk,query_numeric_similarity,2,0.92093647539425,0.0316097625021808,0.0226106909208364,0.941025641025641,0.0173999999999999,0.92093647539425,0.0226106909208364,0.9402763723508308,0.0172982661262159,2.0,0.0,0.0128205128205128,0.0,10,10
parkinsons,global_topk,query_numeric_similarity,3,0.9366923690779484,0.0431466742526109,0.030863127039328,0.953846153846154,0.0225463473267351,0.9366923690779484,0.030863127039328,0.9527217932529864,0.023055126753303,3.0,0.0,0.0192307692307691,2.615963001773025e-18,10,10
parkinsons,global_topk,query_numeric_similarity,4,0.940735522812486,0.039553343819565,0.0282927918844078,0.9564102564102566,0.0212666666666666,0.940735522812486,0.0282927918844078,0.9555667889120164,0.0214202373816606,4.0,0.0,0.0256410256410256,0.0,10,10
parkinsons,global_topk,query_numeric_similarity,5,0.9139895889737654,0.0493721120638695,0.0353162275707713,0.9384615384615383,0.0247587470514069,0.9139895889737654,0.0353162275707713,0.9363186882106912,0.0258952509437921,5.0,0.0,0.032051282051282,0.0,10,10
parkinsons,global_topk,query_numeric_similarity,6,0.9145178871202616,0.0587169410619202,0.0420006510987373,0.9384615384615383,0.0301996320801723,0.9145178871202616,0.0420006510987373,0.9365345618074746,0.0311458937922341,6.0,0.0,0.0384615384615383,5.2319260035460495e-18,10,10
parkinsons,global_topk,query_numeric_similarity,7,0.8738889960556138,0.0837386104587825,0.0598988315427305,0.9153846153846156,0.0387149698293682,0.8738889960556138,0.0598988315427305,0.909094344058575,0.0425128764118063,7.0,0.0,0.0448717948717948,5.2319260035460495e-18,10,10
parkinsons,global_topk,query_numeric_similarity,8,0.8789073979422939,0.0798143411259188,0.0570917734077833,0.917948717948718,0.0374887242306862,0.8789073979422939,0.0570917734077833,0.9123607758236832,0.0407600874876734,8.0,0.0,0.0512820512820512,0.0,10,10
parkinsons,global_topk,query_numeric_similarity,9,0.845180794157802,0.0863704513252503,0.0617814062814818,0.8974358974358976,0.0386666666666666,0.845180794157802,0.0617814062814818,0.8889298420238536,0.0433060448299621,9.0,0.0,0.0576923076923076,0.0,10,10
parkinsons,global_topk,query_numeric_similarity,10,0.8636077230619833,0.0851874670757001,0.0609352091223303,0.9102564102564104,0.0389075828084963,0.8636077230619833,0.0609352091223303,0.902430858798733,0.0430521523564756,10.0,0.0,0.0641025641025641,0.0,10,10
parkinsons,global_topk,query_numeric_similarity,12,0.8502429361610533,0.0975703575499571,0.0697927799187157,0.9025641025641028,0.0430573777392188,0.8502429361610533,0.0697927799187157,0.8933033040880153,0.0486874325611537,12.0,0.0,0.0769230769230769,0.0,10,10
parkinsons,global_topk,query_numeric_similarity,13,0.7940575142101947,0.0736579261439802,0.0526880454035815,0.8666666666666666,0.0321189456032832,0.7940575142101947,0.0526880454035815,0.8535021108407879,0.0364573283258629,13.0,0.0,0.0833333333333332,1.04638520070921e-17,10,10
parkinsons,global_topk,query_numeric_similarity,15,0.7858097234846426,0.0885129622142604,0.0633139597608884,0.864102564102564,0.0377371611721567,0.7858097234846426,0.0633139597608884,0.8487183985260458,0.0434589522407968,15.0,0.0,0.0961538461538461,1.04638520070921e-17,10,10
parkinsons,global_topk,query_numeric_similarity,17,0.7753864010400292,0.0624678095855584,0.0446836743851927,0.8615384615384615,0.0232,0.7753864010400292,0.0446836743851927,0.8430311437769618,0.0292880753844927,17.0,0.0,0.1089743589743588,1.04638520070921e-17,10,10
parkinsons,global_topk,query_numeric_similarity,19,0.761297129170113,0.0671047370658623,0.0480005020289389,0.8564102564102564,0.0215286888696094,0.761297129170113,0.0480005020289389,0.8345762101950067,0.0303237313257398,19.0,0.0,0.1217948717948717,2.09277040141842e-17,10,10
parkinsons,global_topk,query_numeric_similarity,21,0.7470487018002337,0.0983587304596554,0.0703567087426136,0.8538461538461538,0.0312339558813801,0.7470487018002337,0.0703567087426136,0.8269728034584904,0.0445229592453147,21.0,0.0,0.1346153846153846,0.0,10,10
parkinsons,global_topk,query_numeric_similarity,23,0.7253853326333166,0.0681173478819933,0.0487248298433303,0.841025641025641,0.0208226372542534,0.7253853326333166,0.0487248298433303,0.8121009539697506,0.0304701984745347,23.0,0.0,0.1474358974358974,0.0,10,10
parkinsons,global_topk,query_numeric_similarity,26,0.7083067880502583,0.0935541624512509,0.0669199666209771,0.8333333333333334,0.0276811207223342,0.7083067880502583,0.0669199666209771,0.8011816090052314,0.0415593579569412,26.0,0.0,0.1666666666666665,2.09277040141842e-17,10,10
parkinsons,global_topk,query_numeric_similarity,29,0.6846902056277057,0.0643146233047911,0.0460047135480479,0.8179487179487179,0.0182390301886427,0.6846902056277057,0.0460047135480479,0.7844110750360751,0.0280462456575233,29.0,0.0,0.1858974358974359,0.0,10,10
parkinsons,global_topk,query_numeric_similarity,33,0.6634294084853787,0.0732428450503117,0.052391134905903,0.8128205128205128,0.019429759534167,0.6634294084853787,0.052391134905903,0.7725229795292942,0.0316108382929737,33.0,0.0,0.2115384615384615,0.0,10,10
parkinsons,global_topk,query_numeric_similarity,37,0.640309012608453,0.0760652681787276,0.0544100345101006,0.8025641025641026,0.019429759534167,0.640309012608453,0.0544100345101006,0.75779794532019,0.032343633672563,37.0,0.0,0.2371794871794871,0.0,10,10
parkinsons,global_topk,query_numeric_similarity,41,0.6061150910285161,0.1081636273699212,0.0773702221637724,0.7897435897435898,0.0284140810162848,0.6061150910285161,0.0773702221637724,0.7367647084949304,0.0460847920851229,41.0,0.0,0.2628205128205128,0.0,10,10
parkinsons,global_topk,query_numeric_similarity,46,0.6211995016799123,0.08877330196038,0.063500182657486,0.8025641025641026,0.0229570613682732,0.6211995016799123,0.063500182657486,0.7487879812973096,0.038466515495052,46.0,0.0,0.2948717948717948,4.18554080283684e-17,10,10
parkinsons,global_topk,query_numeric_similarity,51,0.5799127696211213,0.1217313140388372,0.0870752862167037,0.7871794871794872,0.0300134044127693,0.5799127696211213,0.0870752862167037,0.72343491325759,0.0520639035284339,51.0,0.0,0.326923076923077,4.18554080283684e-17,10,10
parkinsons,global_topk,query_numeric_similarity,57,0.5488750827019044,0.0856472595197705,0.0612641019711739,0.7769230769230769,0.0173999999999999,0.5488750827019044,0.0612641019711739,0.7050015681286365,0.0355007803639852,57.0,0.0,0.3653846153846153,0.0,10,10
parkinsons,global_topk,query_numeric_similarity,64,0.5799845034428552,0.1109192826593551,0.0793413622515683,0.7897435897435898,0.025648565045415,0.5799845034428552,0.0793413622515683,0.7244338644488488,0.0471303003130042,64.0,0.0,0.4102564102564102,4.18554080283684e-17,10,10
parkinsons,global_topk,query_numeric_similarity,71,0.4361980205922259,0.0307608420331248,0.02200345199138,0.7461538461538462,0.0058,0.4361980205922259,0.02200345199138,0.6398469397152452,0.0126867188123553,71.0,0.0,0.4551282051282051,0.0,10,10
parkinsons,global_topk,query_numeric_similarity,80,0.4264705882352941,0.0,0.0,0.7435897435897436,0.0,0.4264705882352941,0.0,0.6342383107088988,8.37108160567368e-17,80.0,0.0,0.5128205128205128,0.0,10,10
parkinsons,global_topk,query_numeric_similarity,89,0.4264705882352941,0.0,0.0,0.7435897435897436,0.0,0.4264705882352941,0.0,0.6342383107088988,8.37108160567368e-17,89.0,0.0,0.5705128205128205,0.0,10,10
parkinsons,global_topk,query_numeric_similarity,100,0.4264705882352941,0.0,0.0,0.7435897435897436,0.0,0.4264705882352941,0.0,0.6342383107088988,8.37108160567368e-17,100.0,0.0,0.6410256410256412,8.37108160567368e-17,10,10
parkinsons,global_topk,query_numeric_similarity,112,0.4264705882352941,0.0,0.0,0.7435897435897436,0.0,0.4264705882352941,0.0,0.6342383107088988,8.37108160567368e-17,112.0,0.0,0.717948717948718,0.0,10,10
parkinsons,global_topk,query_numeric_similarity,125,0.4264705882352941,0.0,0.0,0.7435897435897436,0.0,0.4264705882352941,0.0,0.6342383107088988,8.37108160567368e-17,125.0,0.0,0.8012820512820513,0.0,10,10
parkinsons,global_topk,query_numeric_similarity,140,0.4264705882352941,0.0,0.0,0.7435897435897436,0.0,0.4264705882352941,0.0,0.6342383107088988,8.37108160567368e-17,140.0,0.0,0.8974358974358975,0.0,10,10
parkinsons,global_topk,query_numeric_similarity,156,0.4264705882352941,0.0,0.0,0.7435897435897436,0.0,0.4264705882352941,0.0,0.6342383107088988,8.37108160567368e-17,156.0,0.0,1.0,0.0,10,10
parkinsons,global_topk,query_similarity,1,0.92093647539425,0.0316097625021808,0.0226106909208364,0.941025641025641,0.0173999999999999,0.92093647539425,0.0226106909208364,0.9402763723508308,0.0172982661262159,1.0,0.0,0.0064102564102564,0.0,10,10
parkinsons,global_topk,query_similarity,2,0.92093647539425,0.0316097625021808,0.0226106909208364,0.941025641025641,0.0173999999999999,0.92093647539425,0.0226106909208364,0.9402763723508308,0.0172982661262159,2.0,0.0,0.0128205128205128,0.0,10,10
parkinsons,global_topk,query_similarity,3,0.9366923690779484,0.0431466742526109,0.030863127039328,0.953846153846154,0.0225463473267351,0.9366923690779484,0.030863127039328,0.9527217932529864,0.023055126753303,3.0,0.0,0.0192307692307691,2.615963001773025e-18,10,10
parkinsons,global_topk,query_similarity,4,0.940735522812486,0.039553343819565,0.0282927918844078,0.9564102564102566,0.0212666666666666,0.940735522812486,0.0282927918844078,0.9555667889120164,0.0214202373816606,4.0,0.0,0.0256410256410256,0.0,10,10
parkinsons,global_topk,query_similarity,5,0.9139895889737654,0.0493721120638695,0.0353162275707713,0.9384615384615383,0.0247587470514069,0.9139895889737654,0.0353162275707713,0.9363186882106912,0.0258952509437921,5.0,0.0,0.032051282051282,0.0,10,10
parkinsons,global_topk,query_similarity,6,0.9145178871202616,0.0587169410619202,0.0420006510987373,0.9384615384615383,0.0301996320801723,0.9145178871202616,0.0420006510987373,0.9365345618074746,0.0311458937922341,6.0,0.0,0.0384615384615383,5.2319260035460495e-18,10,10
parkinsons,global_topk,query_similarity,7,0.8738889960556138,0.0837386104587825,0.0598988315427305,0.9153846153846156,0.0387149698293682,0.8738889960556138,0.0598988315427305,0.909094344058575,0.0425128764118063,7.0,0.0,0.0448717948717948,5.2319260035460495e-18,10,10
parkinsons,global_topk,query_similarity,8,0.8789073979422939,0.0798143411259188,0.0570917734077833,0.917948717948718,0.0374887242306862,0.8789073979422939,0.0570917734077833,0.9123607758236832,0.0407600874876734,8.0,0.0,0.0512820512820512,0.0,10,10
parkinsons,global_topk,query_similarity,9,0.845180794157802,0.0863704513252503,0.0617814062814818,0.8974358974358976,0.0386666666666666,0.845180794157802,0.0617814062814818,0.8889298420238536,0.0433060448299621,9.0,0.0,0.0576923076923076,0.0,10,10
parkinsons,global_topk,query_similarity,10,0.8636077230619833,0.0851874670757001,0.0609352091223303,0.9102564102564104,0.0389075828084963,0.8636077230619833,0.0609352091223303,0.902430858798733,0.0430521523564756,10.0,0.0,0.0641025641025641,0.0,10,10
parkinsons,global_topk,query_similarity,12,0.8502429361610533,0.0975703575499571,0.0697927799187157,0.9025641025641028,0.0430573777392188,0.8502429361610533,0.0697927799187157,0.8933033040880153,0.0486874325611537,12.0,0.0,0.0769230769230769,0.0,10,10
parkinsons,global_topk,query_similarity,13,0.7940575142101947,0.0736579261439802,0.0526880454035815,0.8666666666666666,0.0321189456032832,0.7940575142101947,0.0526880454035815,0.8535021108407879,0.0364573283258629,13.0,0.0,0.0833333333333332,1.04638520070921e-17,10,10
parkinsons,global_topk,query_similarity,15,0.7858097234846426,0.0885129622142604,0.0633139597608884,0.864102564102564,0.0377371611721567,0.7858097234846426,0.0633139597608884,0.8487183985260458,0.0434589522407968,15.0,0.0,0.0961538461538461,1.04638520070921e-17,10,10
parkinsons,global_topk,query_similarity,17,0.7753864010400292,0.0624678095855584,0.0446836743851927,0.8615384615384615,0.0232,0.7753864010400292,0.0446836743851927,0.8430311437769618,0.0292880753844927,17.0,0.0,0.1089743589743588,1.04638520070921e-17,10,10
parkinsons,global_topk,query_similarity,19,0.761297129170113,0.0671047370658623,0.0480005020289389,0.8564102564102564,0.0215286888696094,0.761297129170113,0.0480005020289389,0.8345762101950067,0.0303237313257398,19.0,0.0,0.1217948717948717,2.09277040141842e-17,10,10
parkinsons,global_topk,query_similarity,21,0.7470487018002337,0.0983587304596554,0.0703567087426136,0.8538461538461538,0.0312339558813801,0.7470487018002337,0.0703567087426136,0.8269728034584904,0.0445229592453147,21.0,0.0,0.1346153846153846,0.0,10,10
parkinsons,global_topk,query_similarity,23,0.7253853326333166,0.0681173478819933,0.0487248298433303,0.841025641025641,0.0208226372542534,0.7253853326333166,0.0487248298433303,0.8121009539697506,0.0304701984745347,23.0,0.0,0.1474358974358974,0.0,10,10
parkinsons,global_topk,query_similarity,26,0.7083067880502583,0.0935541624512509,0.0669199666209771,0.8333333333333334,0.0276811207223342,0.7083067880502583,0.0669199666209771,0.8011816090052314,0.0415593579569412,26.0,0.0,0.1666666666666665,2.09277040141842e-17,10,10
parkinsons,global_topk,query_similarity,29,0.6846902056277057,0.0643146233047911,0.0460047135480479,0.8179487179487179,0.0182390301886427,0.6846902056277057,0.0460047135480479,0.7844110750360751,0.0280462456575233,29.0,0.0,0.1858974358974359,0.0,10,10
parkinsons,global_topk,query_similarity,33,0.6634294084853787,0.0732428450503117,0.052391134905903,0.8128205128205128,0.019429759534167,0.6634294084853787,0.052391134905903,0.7725229795292942,0.0316108382929737,33.0,0.0,0.2115384615384615,0.0,10,10
parkinsons,global_topk,query_similarity,37,0.640309012608453,0.0760652681787276,0.0544100345101006,0.8025641025641026,0.019429759534167,0.640309012608453,0.0544100345101006,0.75779794532019,0.032343633672563,37.0,0.0,0.2371794871794871,0.0,10,10
parkinsons,global_topk,query_similarity,41,0.6061150910285161,0.1081636273699212,0.0773702221637724,0.7897435897435898,0.0284140810162848,0.6061150910285161,0.0773702221637724,0.7367647084949304,0.0460847920851229,41.0,0.0,0.2628205128205128,0.0,10,10
parkinsons,global_topk,query_similarity,46,0.6211995016799123,0.08877330196038,0.063500182657486,0.8025641025641026,0.0229570613682732,0.6211995016799123,0.063500182657486,0.7487879812973096,0.038466515495052,46.0,0.0,0.2948717948717948,4.18554080283684e-17,10,10
parkinsons,global_topk,query_similarity,51,0.5799127696211213,0.1217313140388372,0.0870752862167037,0.7871794871794872,0.0300134044127693,0.5799127696211213,0.0870752862167037,0.72343491325759,0.0520639035284339,51.0,0.0,0.326923076923077,4.18554080283684e-17,10,10
