dataset,method,metric,k,primary_f1_mean,primary_f1_std,primary_f1_ci95,accuracy_mean,accuracy_ci95,macro_f1_mean,macro_f1_ci95,weighted_f1_mean,weighted_f1_ci95,retained_mean,retained_ci95,compression_ratio_mean,compression_ratio_ci95,runs,repeat_rows
breast_cancer,global_topk,balanced_precision_proxy,150,0.2692307692307692,0.0,0.0,0.3684210526315788,4.18554080283684e-17,0.2692307692307692,0.0,0.1983805668016194,0.0,150.0,0.0,0.3296703296703295,4.18554080283684e-17,10,10
breast_cancer,global_topk,balanced_precision_proxy,176,0.2692307692307692,0.0,0.0,0.3684210526315788,4.18554080283684e-17,0.2692307692307692,0.0,0.1983805668016194,0.0,176.0,0.0,0.3868131868131868,0.0,10,10
breast_cancer,global_topk,balanced_precision_proxy,206,0.2692307692307692,0.0,0.0,0.3684210526315788,4.18554080283684e-17,0.2692307692307692,0.0,0.1983805668016194,0.0,206.0,0.0,0.4527472527472527,4.18554080283684e-17,10,10
breast_cancer,global_topk,balanced_precision_proxy,242,0.2692307692307692,0.0,0.0,0.3684210526315788,4.18554080283684e-17,0.2692307692307692,0.0,0.1983805668016194,0.0,242.0,0.0,0.5318681318681319,0.0,10,10
breast_cancer,global_topk,balanced_precision_proxy,283,0.2707743295149393,0.0048811662037542,0.0034915333627927,0.369298245614035,0.0019842105263157,0.2707743295149393,0.0034915333627927,0.2002389075445334,0.0042035667604716,283.0,0.0,0.6219780219780219,8.37108160567368e-17,10,10
breast_cancer,global_topk,balanced_precision_proxy,332,0.3578414341328982,0.0259229138533602,0.0185428470987518,0.4219298245614034,0.0119967730605277,0.3578414341328982,0.0185428470987518,0.304521753572837,0.0220684955651283,332.0,0.0,0.7296703296703296,0.0,10,10
breast_cancer,global_topk,balanced_precision_proxy,388,0.3870967741935484,0.0,0.0,0.631578947368421,0.0,0.3870967741935484,0.0,0.4889643463497453,4.18554080283684e-17,388.0,0.0,0.8527472527472527,0.0,10,10
breast_cancer,global_topk,balanced_precision_proxy,455,0.3870967741935484,0.0,0.0,0.631578947368421,0.0,0.3870967741935484,0.0,0.4889643463497453,4.18554080283684e-17,455.0,0.0,1.0,0.0,10,10
breast_cancer,global_topk,chi_squared,1,0.2556464864721486,0.0196064772340038,0.0140246544640723,0.3263157894736841,0.0188934632811273,0.2556464864721486,0.0140246544640723,0.1955608583157522,0.0140815130865009,1.0,0.0,0.0021978021978021,0.0,10,10
breast_cancer,global_topk,chi_squared,2,0.2556464864721486,0.0196064772340038,0.0140246544640723,0.3263157894736841,0.0188934632811273,0.2556464864721486,0.0140246544640723,0.1955608583157522,0.0140815130865009,2.0,0.0,0.0043956043956042,6.539907504432564e-19,10,10
breast_cancer,global_topk,chi_squared,3,0.2577044640561604,0.0089531210191397,0.0064042319877172,0.343859649122807,0.0113792162304388,0.2577044640561604,0.0064042319877172,0.1912462431247994,0.0056153383858908,3.0,0.0,0.0065934065934064,6.539907504432564e-19,10,10
breast_cancer,global_topk,chi_squared,4,0.2586913488763137,0.0078808970428116,0.005637262450221,0.3456140350877192,0.0103314530800589,0.2586913488763137,0.005637262450221,0.1919734214133334,0.0050392773519526,4.0,0.0,0.0087912087912087,1.3079815008865127e-18,10,10
breast_cancer,global_topk,chi_squared,5,0.2625684404147402,0.0060780105989629,0.00434764478402,0.3561403508771929,0.0079368421052631,0.2625684404147402,0.00434764478402,0.1934714824108611,0.0032035277355936,5.0,0.0,0.0109890109890108,1.3079815008865127e-18,10,10
breast_cancer,global_topk,chi_squared,6,0.2625684404147402,0.0060780105989629,0.00434764478402,0.3561403508771929,0.0079368421052631,0.2625684404147402,0.00434764478402,0.1934714824108611,0.0032035277355936,6.0,0.0,0.0131868131868131,1.3079815008865127e-18,10,10
breast_cancer,global_topk,chi_squared,7,0.2640013212593858,0.0057499773501928,0.0041130002371276,0.3587719298245614,0.0075120998118129,0.2640013212593858,0.0041130002371276,0.194527289349021,0.003030631753673,7.0,0.0,0.0153846153846152,1.3079815008865127e-18,10,10
breast_cancer,global_topk,chi_squared,8,0.2640013212593858,0.0057499773501928,0.0041130002371276,0.3587719298245614,0.0075120998118129,0.2640013212593858,0.0041130002371276,0.194527289349021,0.003030631753673,8.0,0.0,0.0175824175824175,0.0,10,10
breast_cancer,global_topk,chi_squared,9,0.2654405682868681,0.0043817510521963,0.0031342981057331,0.3614035087719297,0.0057659821112801,0.2654405682868681,0.0031342981057331,0.1955877871587448,0.0023094828147507,9.0,0.0,0.0197802197802197,2.615963001773025e-18,10,10
breast_cancer,global_topk,chi_squared,10,0.2659120323067192,0.0045226090379381,0.0032350548380597,0.3622807017543859,0.0059526315789473,0.2659120323067192,0.0032350548380597,0.1959351816996878,0.0023837246175177,10.0,0.0,0.0219780219780219,0.0,10,10
