dataset,classifier,mean_macro_f1_percent,ci95_half_width_percent,std_macro_f1_percent,repeat_scores,best_params_summary,successful_repeats
parkinsons,knn,93.0618,2.1122,2.9527,"[92.7778, 89.5629, 88.7175, 90.2256, 96.7419, 96.7419, 93.2759, 93.2759, 92.7778, 96.521]","[{""n_neighbors"": 1, ""weights"": ""uniform""}, {""n_neighbors"": 1, ""weights"": ""uniform""}, {""n_neighbors"": 1, ""weights"": ""uniform""}, {""n_neighbors"": 1, ""weights"": ""uniform""}, {""n_neighbors"": 1, ""weights"": ""uniform""}, {""n_neighbors"": 1, ""weights"": ""uniform""}, {""n_neighbors"": 4, ""weights"": ""distance""}, {""n_neighbors"": 1, ""weights"": ""uniform""}, {""n_neighbors"": 1, ""weights"": ""uniform""}, {""n_neighbors"": 1, ""weights"": ""uniform""}]",10
parkinsons,naive_bayes,74.976,4.6943,6.5621,"[74.6753, 75.9259, 73.1034, 59.849, 80.1743, 80.1743, 74.5098, 74.5098, 72.253, 84.585]","[{""var_smoothing"": 1e-07}, {""var_smoothing"": 1e-07}, {""var_smoothing"": 1e-07}, {""var_smoothing"": 1e-07}, {""var_smoothing"": 1e-07}, {""var_smoothing"": 1e-07}, {""var_smoothing"": 1e-07}, {""var_smoothing"": 1e-07}, {""var_smoothing"": 1e-07}, {""var_smoothing"": 1e-07}]",10
parkinsons,logistic_regression,76.4044,5.8829,8.2237,"[76.4113, 86.5517, 63.8889, 68.3442, 85.5556, 81.0065, 79.8276, 74.6753, 82.6048, 65.1786]","[{""C"": 10, ""penalty"": ""l2"", ""solver"": ""liblinear""}, {""C"": 10, ""penalty"": ""l1"", ""solver"": ""liblinear""}, {""C"": 10, ""penalty"": ""l2"", ""solver"": ""liblinear""}, {""C"": 1, ""penalty"": ""l1"", ""solver"": ""liblinear""}, {""C"": 0.1, ""penalty"": ""l2"", ""solver"": ""lbfgs""}, {""C"": 100, ""penalty"": ""l1"", ""solver"": ""liblinear""}, {""C"": 1000, ""penalty"": ""l2"", ""solver"": ""liblinear""}, {""C"": 10, ""penalty"": ""l1"", ""solver"": ""liblinear""}, {""C"": 100, ""penalty"": ""l1"", ""solver"": ""liblinear""}, {""C"": 10, ""penalty"": ""l2"", ""solver"": ""liblinear""}]",10
parkinsons,svm,87.7615,4.8204,6.7384,"[84.2742, 88.7175, 73.6741, 82.6048, 92.7778, 93.2759, 96.521, 88.7175, 92.7778, 84.2742]","[{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}]",10
parkinsons,decision_tree,77.0518,6.5803,9.1987,"[73.6741, 83.7093, 60.6061, 68.5484, 90.2256, 87.3377, 81.0065, 73.1034, 71.1111, 81.1958]","[{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5}, {""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5}, {""max_depth"": 5, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2}, {""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": 5, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5}, {""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2}]",10
parkinsons,random_forest,83.3902,7.1709,10.0243,"[84.2742, 81.1958, 60.6061, 78.3333, 88.7175, 96.521, 89.5629, 89.5629, 76.4113, 88.7175]","[{""bootstrap"": true, ""max_depth"": 5, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": 5, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 100}]",10
parkinsons,xgboost,86.6504,4.4534,6.2254,"[88.7175, 89.5629, 81.1958, 75.6467, 89.5629, 93.2759, 96.521, 86.5517, 81.1958, 84.2742]","[{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 100, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 50, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 100, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}]",10
spam,fcalc,82.9638,0.7921,1.1073,"[83.3286, 83.5665, 80.9501, 83.0869, 84.825, 81.9172, 84.1309, 82.3223, 82.6002, 82.9106]","[{""cv_f1"": 0.827252394590662, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.831565739016885, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.8339257142603428, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.8291096723138679, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.83260514646013, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.8323876914068045, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.8400172849888072, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.8235088198892873, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.8306690479745764, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.8313769429278048, ""family"": ""proximity"", ""method"": ""proximity""}]",10
spam,fcalc_rand,75.2552,9.384,13.118,"[80.4761, 78.7271, 70.8862, 74.7389, 89.2055, 56.2106, 49.4491, 82.1976, 88.1213, 82.5395]","[{""cv_f1"": 0.8333106452736866, ""family"": ""standard"", ""method"": ""ratio-support"", ""num_iters"": 10, ""subsample_size"": 5}, {""cv_f1"": 0.8004168653465301, ""family"": ""proximity"", ""method"": ""proximity"", ""num_iters"": 40, ""subsample_size"": 3}, {""cv_f1"": 0.8042383165168483, ""family"": ""standard"", ""method"": ""ratio-support"", ""num_iters"": 50, ""subsample_size"": 7}, {""cv_f1"": 0.8827963948757048, ""family"": ""standard"", ""method"": ""ratio-support"", ""num_iters"": 40, ""subsample_size"": 10}, {""cv_f1"": 0.8511027540831932, ""family"": ""standard"", ""method"": ""ratio-support"", ""num_iters"": 50, ""subsample_size"": 7}, {""cv_f1"": 0.8744177341216487, ""family"": ""standard"", ""method"": ""ratio-support"", ""num_iters"": 10, ""subsample_size"": 9}, {""cv_f1"": 0.86549205497111, ""family"": ""standard"", ""method"": ""ratio-support"", ""num_iters"": 30, ""subsample_size"": 6}, {""cv_f1"": 0.8084480336486461, ""family"": ""proximity"", ""method"": ""proximity"", ""num_iters"": 40, ""subsample_size"": 1}, {""cv_f1"": 0.8633859937547941, ""family"": ""standard"", ""method"": ""ratio-support"", ""num_iters"": 40, ""subsample_size"": 7}, {""cv_f1"": 0.8396761862634168, ""family"": ""standard"", ""method"": ""ratio-support"", ""num_iters"": 10, ""subsample_size"": 6}]",10
spam,ips_knn,91.6521,0.734,1.0261,"[91.7229, 91.9869, 91.5112, 91.8933, 92.3263, 91.1336, 93.2355, 90.6933, 89.542, 92.4755]","[{""k"": 6}, {""k"": 9}, {""k"": 8}, {""k"": 8}, {""k"": 7}, {""k"": 6}, {""k"": 11}, {""k"": 12}, {""k"": 4}, {""k"": 10}]",10
spam,knn,91.8014,0.7781,1.0877,"[92.1995, 92.1216, 91.3354, 91.9095, 93.2566, 91.0618, 93.2496, 90.9425, 89.6898, 92.2475]","[{""n_neighbors"": 10, ""weights"": ""distance""}, {""n_neighbors"": 10, ""weights"": ""distance""}, {""n_neighbors"": 12, ""weights"": ""distance""}, {""n_neighbors"": 8, ""weights"": ""distance""}, {""n_neighbors"": 18, ""weights"": ""distance""}, {""n_neighbors"": 10, ""weights"": ""distance""}, {""n_neighbors"": 12, ""weights"": ""distance""}, {""n_neighbors"": 14, ""weights"": ""distance""}, {""n_neighbors"": 3, ""weights"": ""distance""}, {""n_neighbors"": 15, ""weights"": ""distance""}]",10
spam,naive_bayes,81.91,0.7103,0.993,"[83.2676, 81.8181, 81.5917, 82.2105, 81.785, 81.4757, 81.4657, 81.2369, 83.8398, 80.4093]","[{""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}]",10
spam,logistic_regression,92.2803,0.5972,0.8348,"[92.9988, 92.91, 91.7494, 92.5397, 91.9785, 90.3142, 92.6505, 91.9441, 93.1172, 92.6005]","[{""C"": 1, ""penalty"": ""l1"", ""solver"": ""liblinear""}, {""C"": 1000, ""penalty"": ""l1"", ""solver"": ""liblinear""}, {""C"": 1, ""penalty"": ""l1"", ""solver"": ""liblinear""}, {""C"": 10, ""penalty"": ""l1"", ""solver"": ""liblinear""}, {""C"": 1, ""penalty"": ""l1"", ""solver"": ""liblinear""}, {""C"": 10000, ""penalty"": ""l2"", ""solver"": ""liblinear""}, {""C"": 10, ""penalty"": ""l1"", ""solver"": ""liblinear""}, {""C"": 1, ""penalty"": ""l1"", ""solver"": ""liblinear""}, {""C"": 10, ""penalty"": ""l1"", ""solver"": ""liblinear""}, {""C"": 1, ""penalty"": ""l1"", ""solver"": ""liblinear""}]",10
spam,svm,92.9586,0.547,0.7647,"[93.5895, 93.9606, 93.5962, 93.0351, 92.1995, 91.344, 93.3466, 93.0351, 92.8211, 92.6584]","[{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""linear""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""linear""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""linear""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}]",10
spam,decision_tree,92.3188,0.5569,0.7785,"[91.2082, 92.7107, 91.9262, 91.7058, 92.3101, 92.2397, 93.5175, 91.6392, 93.5962, 92.3343]","[{""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5}, {""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5}, {""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}]",10
spam,random_forest,95.2063,0.4158,0.5812,"[94.1709, 95.7754, 94.6281, 95.7754, 94.6281, 95.4702, 95.6634, 95.1922, 95.7754, 94.9837]","[{""bootstrap"": true, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}]",10
spam,xgboost,95.3722,0.3991,0.5579,"[94.4108, 96.1425, 95.3371, 95.4487, 94.9886, 95.3756, 94.9837, 96.1199, 95.9078, 95.0079]","[{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}]",10
glass,fcalc,44.1454,6.0786,8.4973,"[53.4735, 47.8644, 40.5219, 53.0554, 41.8282, 35.1861, 46.3842, 26.5931, 44.8341, 51.713]","[{""cv_f1"": 0.47736015618368566, ""family"": ""proximity"", ""method"": ""proximity-non-falsified""}, {""cv_f1"": 0.48127742140900037, ""family"": ""proximity"", ""method"": ""proximity-non-falsified""}, {""cv_f1"": 0.39481406732531166, ""family"": ""proximity"", ""method"": ""proximity-non-falsified""}, {""cv_f1"": 0.44516686183949605, ""family"": ""proximity"", ""method"": ""proximity-non-falsified""}, {""cv_f1"": 0.4592115988586576, ""family"": ""proximity"", ""method"": ""proximity-non-falsified""}, {""cv_f1"": 0.42525641025641026, ""family"": ""proximity"", ""method"": ""proximity-non-falsified""}, {""cv_f1"": 0.4095936053779191, ""family"": ""proximity"", ""method"": ""proximity-non-falsified""}, {""cv_f1"": 0.4818596526929859, ""family"": ""proximity"", ""method"": ""proximity-non-falsified""}, {""cv_f1"": 0.4062171470504804, ""family"": ""proximity"", ""method"": ""proximity-non-falsified""}, {""cv_f1"": 0.43924287907651494, ""family"": ""proximity"", ""method"": ""proximity-non-falsified""}]",10
glass,fcalc_rand,42.1546,7.0857,9.9052,"[57.0115, 48.0978, 45.76, 44.2703, 43.3126, 27.5926, 41.2368, 23.0429, 43.864, 47.3577]","[{""cv_f1"": 0.5100828596145518, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 50, ""subsample_size"": 1}, {""cv_f1"": 0.46694370870974905, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 30, ""subsample_size"": 1}, {""cv_f1"": 0.45285071200268395, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 20, ""subsample_size"": 1}, {""cv_f1"": 0.48596770835676917, ""family"": ""proximity"", ""method"": ""proximity"", ""num_iters"": 20, ""subsample_size"": 2}, {""cv_f1"": 0.5053702053211857, ""family"": ""proximity"", ""method"": ""proximity"", ""num_iters"": 30, ""subsample_size"": 1}, {""cv_f1"": 0.5045288337393601, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 10, ""subsample_size"": 2}, {""cv_f1"": 0.440825247425732, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 50, ""subsample_size"": 1}, {""cv_f1"": 0.4999264262307741, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 40, ""subsample_size"": 1}, {""cv_f1"": 0.43996810791547636, ""family"": ""proximity"", ""method"": ""proximity"", ""num_iters"": 10, ""subsample_size"": 2}, {""cv_f1"": 0.4205424674627573, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 40, ""subsample_size"": 1}]",10
glass,ips_knn,65.0249,5.9074,8.258,"[77.6579, 68.0802, 61.5923, 56.7333, 58.4704, 54.321, 64.6356, 60.3632, 71.3165, 77.0782]","[{""k"": 1}, {""k"": 1}, {""k"": 6}, {""k"": 1}, {""k"": 1}, {""k"": 1}, {""k"": 1}, {""k"": 1}, {""k"": 1}, {""k"": 1}]",10
glass,knn,67.084,8.0958,11.3172,"[77.6579, 81.6468, 75.8819, 56.7333, 58.4704, 47.0559, 64.6356, 60.3632, 71.3165, 77.0782]","[{""n_neighbors"": 1, ""weights"": ""uniform""}, {""n_neighbors"": 3, ""weights"": ""distance""}, {""n_neighbors"": 1, ""weights"": ""uniform""}, {""n_neighbors"": 1, ""weights"": ""uniform""}, {""n_neighbors"": 1, ""weights"": ""uniform""}, {""n_neighbors"": 4, ""weights"": ""distance""}, {""n_neighbors"": 1, ""weights"": ""uniform""}, {""n_neighbors"": 1, ""weights"": ""uniform""}, {""n_neighbors"": 1, ""weights"": ""uniform""}, {""n_neighbors"": 1, ""weights"": ""uniform""}]",10
glass,naive_bayes,42.4377,5.8698,8.2054,"[56.038, 42.8148, 31.6094, 54.6568, 45.4902, 38.9714, 32.5381, 37.0133, 44.2758, 40.969]","[{""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-07}, {""var_smoothing"": 1e-08}, {""var_smoothing"": 1e-07}, {""var_smoothing"": 1e-07}, {""var_smoothing"": 1e-07}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-07}, {""var_smoothing"": 1e-09}]",10
glass,logistic_regression,58.7497,4.3097,6.0246,"[58.1609, 62.7074, 56.5614, 70.6227, 56.2933, 47.5269, 57.1878, 56.3355, 58.3995, 63.7013]","[{""C"": 100, ""penalty"": ""l2"", ""solver"": ""lbfgs""}, {""C"": 10, ""penalty"": ""l2"", ""solver"": ""lbfgs""}, {""C"": 1000, ""penalty"": ""l2"", ""solver"": ""lbfgs""}, {""C"": 100, ""penalty"": ""l2"", ""solver"": ""lbfgs""}, {""C"": 100, ""penalty"": ""l2"", ""solver"": ""lbfgs""}, {""C"": 100, ""penalty"": ""l1"", ""solver"": ""liblinear""}, {""C"": 10000, ""penalty"": ""l2"", ""solver"": ""liblinear""}, {""C"": 10, ""penalty"": ""l2"", ""solver"": ""lbfgs""}, {""C"": 10, ""penalty"": ""l2"", ""solver"": ""lbfgs""}, {""C"": 100, ""penalty"": ""l2"", ""solver"": ""lbfgs""}]",10
glass,svm,61.1416,7.5497,10.5537,"[60.1515, 59.6753, 75.5086, 61.4296, 51.1985, 38.821, 63.48, 74.2337, 61.4437, 65.4741]","[{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""linear""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""linear""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""linear""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""linear""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""linear""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""linear""}]",10
