dataset,classifier,mean_macro_f1_percent,ci95_half_width_percent,std_macro_f1_percent,repeat_scores,best_params_summary,successful_repeats
rice,fcalc,92.874,0.6528,0.9126,"[93.5667, 91.4478, 92.6139, 92.8938, 92.1131, 94.775, 92.8938, 92.2496, 92.7511, 93.4352]","[{""cv_f1"": 0.9173431564179486, ""family"": ""standard"", ""method"": ""standard-support""}, {""cv_f1"": 0.922245469427013, ""family"": ""standard"", ""method"": ""standard-support""}, {""cv_f1"": 0.9242213989536486, ""family"": ""standard"", ""method"": ""standard-support""}, {""cv_f1"": 0.9199302497515962, ""family"": ""proximity"", ""method"": ""proximity-non-falsified""}, {""cv_f1"": 0.9239458001680305, ""family"": ""proximity"", ""method"": ""proximity-non-falsified""}, {""cv_f1"": 0.9161236151003678, ""family"": ""proximity"", ""method"": ""proximity-non-falsified""}, {""cv_f1"": 0.9214214968165588, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.9230646793689056, ""family"": ""standard"", ""method"": ""ratio-support""}, {""cv_f1"": 0.9191946752216396, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.9209668933306652, ""family"": ""standard"", ""method"": ""standard-support""}]",10
rice,fcalc_rand,92.8188,0.7093,0.9916,"[94.3709, 92.2265, 92.6257, 93.9617, 92.4945, 91.4034, 93.0463, 93.0252, 91.4305, 93.6034]","[{""cv_f1"": 0.924655872775211, ""family"": ""standard"", ""method"": ""ratio-support"", ""num_iters"": 40, ""subsample_size"": 7}, {""cv_f1"": 0.9278248909530376, ""family"": ""standard"", ""method"": ""ratio-support"", ""num_iters"": 40, ""subsample_size"": 9}, {""cv_f1"": 0.9254636460553526, ""family"": ""standard"", ""method"": ""ratio-support"", ""num_iters"": 40, ""subsample_size"": 9}, {""cv_f1"": 0.9252298673244924, ""family"": ""standard"", ""method"": ""ratio-support"", ""num_iters"": 20, ""subsample_size"": 2}, {""cv_f1"": 0.9291324985425957, ""family"": ""standard"", ""method"": ""ratio-support"", ""num_iters"": 50, ""subsample_size"": 5}, {""cv_f1"": 0.9213988437765032, ""family"": ""standard"", ""method"": ""ratio-support"", ""num_iters"": 50, ""subsample_size"": 3}, {""cv_f1"": 0.9272521668800158, ""family"": ""standard"", ""method"": ""ratio-support"", ""num_iters"": 40, ""subsample_size"": 5}, {""cv_f1"": 0.9276736845808481, ""family"": ""standard"", ""method"": ""ratio-support"", ""num_iters"": 40, ""subsample_size"": 3}, {""cv_f1"": 0.9247920693327654, ""family"": ""standard"", ""method"": ""ratio-support"", ""num_iters"": 50, ""subsample_size"": 7}, {""cv_f1"": 0.9243153938961939, ""family"": ""standard"", ""method"": ""ratio-support"", ""num_iters"": 20, ""subsample_size"": 7}]",10
rice,ips_knn,93.0068,0.5065,0.708,"[93.6831, 92.1131, 92.7206, 93.6983, 91.9706, 93.82, 93.0196, 92.2142, 93.425, 93.4032]","[{""k"": 24}, {""k"": 31}, {""k"": 72}, {""k"": 69}, {""k"": 83}, {""k"": 14}, {""k"": 30}, {""k"": 46}, {""k"": 45}, {""k"": 83}]",10
rice,knn,93.0132,0.5143,0.7189,"[93.82, 91.988, 92.7453, 93.83, 91.9706, 93.6831, 93.0412, 92.3515, 93.2881, 93.4143]","[{""n_neighbors"": 25, ""weights"": ""uniform""}, {""n_neighbors"": 32, ""weights"": ""uniform""}, {""n_neighbors"": 56, ""weights"": ""uniform""}, {""n_neighbors"": 93, ""weights"": ""distance""}, {""n_neighbors"": 96, ""weights"": ""uniform""}, {""n_neighbors"": 14, ""weights"": ""distance""}, {""n_neighbors"": 34, ""weights"": ""uniform""}, {""n_neighbors"": 46, ""weights"": ""distance""}, {""n_neighbors"": 35, ""weights"": ""uniform""}, {""n_neighbors"": 81, ""weights"": ""uniform""}]",10
rice,naive_bayes,91.5327,0.6862,0.9593,"[91.8275, 90.7764, 91.9392, 90.082, 91.0096, 93.162, 92.7393, 90.7413, 91.9392, 91.1107]","[{""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}]",10
rice,logistic_regression,93.2828,0.7044,0.9848,"[94.3752, 91.9646, 92.8767, 93.9568, 92.3859, 94.7668, 92.637, 92.6139, 92.8938, 94.3574]","[{""C"": 1, ""penalty"": ""l1"", ""solver"": ""liblinear""}, {""C"": 10000, ""penalty"": ""l2"", ""solver"": ""liblinear""}, {""C"": 1, ""penalty"": ""l1"", ""solver"": ""liblinear""}, {""C"": 1000, ""penalty"": ""l1"", ""solver"": ""liblinear""}, {""C"": 100, ""penalty"": ""l1"", ""solver"": ""liblinear""}, {""C"": 1000, ""penalty"": ""l2"", ""solver"": ""lbfgs""}, {""C"": 0.1, ""penalty"": ""l1"", ""solver"": ""liblinear""}, {""C"": 10, ""penalty"": ""l2"", ""solver"": ""liblinear""}, {""C"": 100, ""penalty"": ""l2"", ""solver"": ""liblinear""}, {""C"": 10, ""penalty"": ""l2"", ""solver"": ""liblinear""}]",10
rice,svm,93.3641,0.7859,1.0986,"[94.0982, 91.5844, 93.2657, 94.494, 92.3859, 94.643, 93.83, 92.3453, 92.5003, 94.494]","[{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""linear""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""linear""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""linear""}, {""C"": 1.0, ""gamma"": ""scale"", ""kernel"": ""linear""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""linear""}, {""C"": 1.0, ""gamma"": ""scale"", ""kernel"": ""linear""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""linear""}, {""C"": 1.0, ""gamma"": ""scale"", ""kernel"": ""linear""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""linear""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""linear""}]",10
rice,decision_tree,92.5525,0.6677,0.9334,"[93.5513, 91.5723, 91.8899, 93.425, 91.3293, 93.65, 92.637, 91.5723, 92.3575, 93.5406]","[{""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5}, {""max_depth"": 5, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5}, {""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5}, {""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2}, {""max_depth"": 5, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5}]",10
rice,random_forest,92.9641,0.5605,0.7835,"[93.2827, 91.7151, 92.8585, 93.9617, 92.2324, 94.2207, 92.7393, 92.4766, 92.6139, 93.5406]","[{""bootstrap"": true, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 5, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 100}]",10
rice,xgboost,92.7376,0.6062,0.8474,"[93.1511, 91.7151, 92.3327, 92.7511, 91.6904, 94.348, 92.3515, 92.7453, 92.4704, 93.82]","[{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 50, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 50, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 50, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 50, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 50, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 50, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 50, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}]",10
sonar,fcalc,67.1802,4.6573,6.5104,"[61.8182, 73.6752, 80.9091, 65.4118, 62.5668, 63.2653, 65.9722, 68.8889, 70.3529, 58.9419]","[{""cv_f1"": 0.7213065900332454, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.7106396922373008, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.7154444552495527, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.6844057744423598, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.6597847577474806, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.6983019493766128, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.7180694936645994, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.6987002003215925, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.6664890669186335, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.7627467285649356, ""family"": ""proximity"", ""method"": ""proximity""}]",10
sonar,fcalc_rand,67.781,8.5346,11.9306,"[59.5009, 78.5593, 71.8807, 68.6026, 76.1364, 61.5561, 40.2034, 73.7947, 80.9091, 66.6667]","[{""cv_f1"": 0.7984203325664426, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 10, ""subsample_size"": 10}, {""cv_f1"": 0.7639110397694189, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 50, ""subsample_size"": 8}, {""cv_f1"": 0.740204005355808, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 40, ""subsample_size"": 7}, {""cv_f1"": 0.7446118191260712, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 50, ""subsample_size"": 7}, {""cv_f1"": 0.7514460264659834, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 40, ""subsample_size"": 9}, {""cv_f1"": 0.7727442018192793, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 40, ""subsample_size"": 8}, {""cv_f1"": 0.7622841722806596, ""family"": ""proximity"", ""method"": ""proximity"", ""num_iters"": 50, ""subsample_size"": 1}, {""cv_f1"": 0.7749285509627066, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 50, ""subsample_size"": 9}, {""cv_f1"": 0.731714020571613, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 30, ""subsample_size"": 8}, {""cv_f1"": 0.7870000993763508, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 30, ""subsample_size"": 9}]",10
sonar,ips_knn,84.4598,3.5665,4.9857,"[79.8077, 87.9241, 85.6818, 80.778, 77.9592, 85.1765, 85.6818, 95.2273, 80.778, 85.5835]","[{""k"": 1}, {""k"": 1}, {""k"": 1}, {""k"": 1}, {""k"": 3}, {""k"": 1}, {""k"": 1}, {""k"": 3}, {""k"": 1}, {""k"": 1}]",10
sonar,knn,84.2191,3.1733,4.4359,"[79.8077, 87.9241, 85.6818, 80.778, 77.9592, 85.1765, 85.6818, 92.8205, 80.778, 85.5835]","[{""n_neighbors"": 1, ""weights"": ""uniform""}, {""n_neighbors"": 1, ""weights"": ""uniform""}, {""n_neighbors"": 1, ""weights"": ""uniform""}, {""n_neighbors"": 1, ""weights"": ""uniform""}, {""n_neighbors"": 3, ""weights"": ""uniform""}, {""n_neighbors"": 1, ""weights"": ""uniform""}, {""n_neighbors"": 1, ""weights"": ""uniform""}, {""n_neighbors"": 4, ""weights"": ""distance""}, {""n_neighbors"": 1, ""weights"": ""uniform""}, {""n_neighbors"": 1, ""weights"": ""uniform""}]",10
sonar,naive_bayes,64.2329,4.1175,5.7559,"[54.5299, 71.3636, 73.6752, 59.3162, 64.1026, 61.1111, 69.0301, 63.7723, 61.6555, 63.7723]","[{""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}, {""var_smoothing"": 1e-09}]",10
sonar,logistic_regression,75.0467,4.5748,6.3951,"[66.3616, 75.9725, 85.6818, 80.778, 71.4286, 65.9722, 71.167, 80.778, 76.1905, 76.1364]","[{""C"": 0.1, ""penalty"": ""l2"", ""solver"": ""liblinear""}, {""C"": 0.1, ""penalty"": ""l2"", ""solver"": ""lbfgs""}, {""C"": 0.1, ""penalty"": ""l2"", ""solver"": ""liblinear""}, {""C"": 10, ""penalty"": ""l1"", ""solver"": ""liblinear""}, {""C"": 1, ""penalty"": ""l2"", ""solver"": ""liblinear""}, {""C"": 10, ""penalty"": ""l2"", ""solver"": ""liblinear""}, {""C"": 0.01, ""penalty"": ""l2"", ""solver"": ""lbfgs""}, {""C"": 0.01, ""penalty"": ""l2"", ""solver"": ""lbfgs""}, {""C"": 1, ""penalty"": ""l2"", ""solver"": ""lbfgs""}, {""C"": 0.1, ""penalty"": ""l2"", ""solver"": ""liblinear""}]",10
sonar,svm,85.8698,3.4408,4.8099,"[74.7596, 85.4167, 85.6818, 90.389, 88.0342, 85.1765, 85.4167, 92.8205, 83.2479, 87.7551]","[{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}, {""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""rbf""}]",10
sonar,decision_tree,72.6009,5.051,7.0609,"[66.3616, 80.9091, 75.6944, 68.8889, 66.6667, 71.167, 69.0301, 63.2653, 83.2479, 80.778]","[{""max_depth"": 5, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2}, {""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5}, {""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5}, {""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5}, {""max_depth"": 5, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5}, {""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2}, {""max_depth"": 10, ""max_features"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2}, {""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2}, {""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2}, {""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5}]",10
sonar,random_forest,78.4089,5.1269,7.1669,"[73.0612, 85.4167, 87.9241, 77.9592, 71.4286, 66.3616, 76.1364, 77.9592, 88.0342, 79.8077]","[{""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 100}, {""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}, {""bootstrap"": true, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 100}]",10
sonar,xgboost,81.6892,4.3943,6.1428,"[73.433, 88.0342, 88.0342, 75.6944, 76.1905, 80.778, 76.1364, 85.5835, 90.4762, 82.5312]","[{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 100, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 50, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 50, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}, {""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200, ""reg_alpha"": 0, ""reg_lambda"": 1e-05, ""scale_pos_weight"": 1, ""subsample"": 0.8}]",10
parkinsons,fcalc,73.0075,4.8238,6.7432,"[80.1743, 74.5098, 78.419, 58.2888, 70.5559, 72.9167, 72.9167, 68.2065, 72.1429, 81.9444]","[{""cv_f1"": 0.6953526136285527, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.7510524999920547, ""family"": ""proximity"", ""method"": ""proximity-non-falsified""}, {""cv_f1"": 0.7393056678210443, ""family"": ""proximity"", ""method"": ""proximity-non-falsified""}, {""cv_f1"": 0.7423192624135863, ""family"": ""proximity"", ""method"": ""proximity""}, {""cv_f1"": 0.7305057645047534, ""family"": ""proximity"", ""method"": ""proximity-non-falsified""}, {""cv_f1"": 0.6681610613734795, ""family"": ""proximity"", ""method"": ""proximity-non-falsified""}, {""cv_f1"": 0.7215759335946219, ""family"": ""proximity"", ""method"": ""proximity-non-falsified""}, {""cv_f1"": 0.7097933896085372, ""family"": ""proximity"", ""method"": ""proximity-non-falsified""}, {""cv_f1"": 0.6968690023426867, ""family"": ""proximity"", ""method"": ""proximity-non-falsified""}, {""cv_f1"": 0.701768995867494, ""family"": ""proximity"", ""method"": ""proximity-non-falsified""}]",10
parkinsons,fcalc_rand,71.2462,7.2907,10.1917,"[71.1111, 86.5517, 62.8571, 64.3209, 56.1111, 81.9444, 76.4113, 82.6048, 62.8571, 67.6923]","[{""cv_f1"": 0.7653526949241235, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 30, ""subsample_size"": 5}, {""cv_f1"": 0.7518775995246584, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 10, ""subsample_size"": 3}, {""cv_f1"": 0.7955979102292584, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 20, ""subsample_size"": 3}, {""cv_f1"": 0.80839302991312, ""family"": ""proximity"", ""method"": ""proximity"", ""num_iters"": 50, ""subsample_size"": 7}, {""cv_f1"": 0.7719638932496075, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 10, ""subsample_size"": 7}, {""cv_f1"": 0.7630122346017215, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 10, ""subsample_size"": 3}, {""cv_f1"": 0.8026726844583987, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 30, ""subsample_size"": 6}, {""cv_f1"": 0.7827918360114274, ""family"": ""proximity"", ""method"": ""proximity-support"", ""num_iters"": 40, ""subsample_size"": 6}, {""cv_f1"": 0.8045399019598912, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 10, ""subsample_size"": 4}, {""cv_f1"": 0.8285942583252612, ""family"": ""proximity"", ""method"": ""proximity-non-falsified"", ""num_iters"": 40, ""subsample_size"": 3}]",10
parkinsons,ips_knn,91.6991,3.0733,4.2961,"[92.7778, 89.5629, 88.7175, 90.2256, 96.7419, 96.7419, 93.2759, 83.7093, 88.7175, 96.521]","[{""k"": 4}, {""k"": 1}, {""k"": 1}, {""k"": 1}, {""k"": 4}, {""k"": 1}, {""k"": 4}, {""k"": 5}, {""k"": 3}, {""k"": 1}]",10
